"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","Sha1","PackVersion"
"fancymenu_neoforge_3.9.6_MC_1.21.1.jar","False","","NeoForge","fancymenu, konkrete, melody, findme, drippyloadingscreen, fancy_entity_renderer, watermedia, neoforge, minecraft","FancyMenu","3.9.6","Keksuccino","","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","Custom - review manually","","","","cb5150d3860eec5b8c65ba5149d183549b7d7181","v0.0.1-Alpha"
"FarmersDelight-1.21.1-1.3.2.jar","False","","NeoForge","farmersdelight, neoforge, minecraft, crafttweaker","Farmer's Delight","1.3.2","vectorwing","Chloe Dawn, Grimmauld, CDAGaming, TelepathicGrunt, XFactHD, GizmoThemoonPig, ConductiveFoam, simibubi, MerchantPug, Jozufozu, bagel, Silk, SkySom, Eutro, RaymondBlaze and many others!","MIT License","MIT","Permissive","https://github.com/vectorwing/FarmersDelight","https://github.com/vectorwing/FarmersDelight/issues","","bf7e7dede99e832de20e191b1f6c11f7a9b9a622","v0.0.1-Alpha"
"FastFurnace-1.21.1-9.0.1.jar","False","","NeoForge","fastfurnace, minecraft, neoforge, placebo","FastFurnace","9.0.1","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","cb77b3bc40bb598cfc50773d491c9e1af06d3833","v0.0.1-Alpha"
"FastWorkbench-1.21.1-9.1.3.jar","False","","NeoForge","fastbench, minecraft, neoforge, placebo","Fast Workbench","9.1.3","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","cfe55dc815979028d2a2211e26115dbd02273f87","v0.0.1-Alpha"
"Female-Gender-Mod-neoforge-1.21-3.2.2.jar","False","","NeoForge","wildfire_gender, minecraft, neoforge","Wildfire's Female Gender Mod","3.2.2","WildfireRomeo","Archl, arcti_cc, Kichura, Powerless001, pupnewfster","LGPLv3","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/female-gender-forge","https://github.com/WildfireRomeo/WildfireFemaleGenderMod/issues","","f2e4027d0943c04700173a97c88aaebb1f1777ad","v0.0.1-Alpha"
"ferritecore-7.0.3-neoforge.jar","False","","NeoForge","ferritecore, neoforge, minecraft","Ferrite Core","7.0.3","malte0811","","MIT","MIT","Permissive","","","","9563692efb708b6b568df27a01ec52f6311928ef","v0.0.1-Alpha"
"flickerfix-1.21.0.jar","False","","NeoForge","flickerfix, neoforge, minecraft","FlickerFix","4.0.1","","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/jeremiahwinsley/flickerfix","","8c0c7c55eeffc5e9c5ada17b650c32a4c1cd21da","v0.0.1-Alpha"
"FluxNetworks-1.21.1-8.0.0.jar","False","","NeoForge","fluxnetworks, neoforge, minecraft, modernui, jei, the_one_probe","Flux Networks","8.0.0","Sonar Sonic, BloCamLimb","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/flux-networks","https://github.com/SonarSonic/Flux-Networks/issues","","183342f454428084748f2784c8efd748664a9f9c","v0.0.1-Alpha"
"forbidden_arcanus-2.6.1.jar","False","","NeoForge","forbidden_arcanus, neoforge, valhelsia_core","Forbidden Arcanus","2.6.1","","{mod_authors}","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","1de105be68b88de87a5e6749f320c790d550c120","v0.0.1-Alpha"
"forgified-fabric-api-0.116.7+2.2.4+1.21.1.jar","False","","NeoForge","fabric_api, neoforge, minecraft, forgified_fabric_api","Forgified Fabric API | Forgified Fabric API (dummy)","${file.jarVersion}","Sinytra, FabricMC","","Apache-2.0","Apache-2.0","Permissive","https://github.com/Sinytra/ForgifiedFabricAPI","https://github.com/Sinytra/ForgifiedFabricAPI/issues","","459b5f4c7297b2f7649d43137f3e5a069b69b707","v0.0.1-Alpha"
"formations-1.0.4-neoforge-mc1.21.jar","False","","NeoForge","formations, neoforge, minecraft","Formations","1.0.4","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://legacy.curseforge.com/minecraft/mc-mods/formations","https://github.com/SuperMartijn642/Formations/issues","","3845f96c9304f6956688f7a35205e9354bf411b0","v0.0.1-Alpha"
"formationsnether-1.0.5-mc1.21+.jar","False","","NeoForge","formationsnether, minecraft, formations","Formations Nether","1.0.5","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://legacy.curseforge.com/minecraft/mc-mods/formations-nether","https://github.com/SuperMartijn642/FormationsNether/issues","","12b69c1cd22bbbe8c5888a030bef791b992b0d39","v0.0.1-Alpha"
"formationsoverworld-1.0.5-mc1.21+.jar","False","","NeoForge","formationsoverworld, minecraft, formations","Formations Overworld","1.0.5","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://legacy.curseforge.com/minecraft/mc-mods/formations-overworld","https://github.com/SuperMartijn642/FormationsOverworld/issues","","edbc169c78f9f1cdf5233e996f12b21e7e1cdf18","v0.0.1-Alpha"
"FramedBlocks-10.6.0.jar","False","","NeoForge","framedblocks, neoforge, minecraft, athena, atlasviewer, buildinggadgets, create, diagonalblocks, emi, jei, rei, amendments, ae2, searchables, additionalplacements","FramedBlocks","10.6.0","XFactHD","","LGPL v3","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/framedblocks","https://www.github.com/xfacthd/framedblocks","","eb96e6983845daee8d6ac84544ba1df55d4a6fae","v0.0.1-Alpha"
"framework-neoforge-1.21.1-0.13.11.jar","False","","NeoForge","framework, neoforge, minecraft","Framework","0.13.11","MrCrayfish","","LGPLv2.1","LGPL","Weak copyleft","https://mrcrayfish.com/mods?id=framework","","LICENSE_framework","e46eb138fbb13a12f37154fb4ec407d64b326475","v0.0.1-Alpha"
"ftb-chunks-neoforge-2101.1.14.jar","False","","NeoForge","ftbchunks, neoforge, minecraft, architectury, ftblibrary, ftbteams, ftbbackups3","FTB Chunks","2101.1.14","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","908b63b11d0e00ae6c9557d3fe6440bdbcf21bb7","v0.0.1-Alpha"
"ftb-essentials-neoforge-2101.1.9.jar","False","","NeoForge","ftbessentials, neoforge, minecraft, ftblibrary, ftbranks, luckperms","FTB Essentials","2101.1.9","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","7d6f274b38d767215549ec066246390c49ac7ad8","v0.0.1-Alpha"
"ftb-filter-system-neoforge-21.1.4.jar","False","","NeoForge","ftbfiltersystem, neoforge, minecraft, architectury, ftblibrary, jei, ftbxmodcompat","FTB Filter System","21.1.4","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/ftb-filter-system","https://go.ftb.team/support-mod-issues","","a48e54edeacc59aaba29a1b627799c052112ee0b","v0.0.1-Alpha"
"ftb-jei-extras-21.1.7.jar","False","","NeoForge","ftbjeiextras, neoforge, minecraft","FTB Jei Extras","21.1.7","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","ef01126201a805991bbfe5351cff7d0a9e3a077b","v0.0.1-Alpha"
"ftb-library-neoforge-2101.1.31.jar","False","","NeoForge","ftblibrary, neoforge, minecraft, architectury","FTB Library","2101.1.31","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","686d4e784c28c14f7760cc22b2de6a8573b56b74","v0.0.1-Alpha"
"ftb-quests-neoforge-2101.1.24.jar","False","","NeoForge","ftbquests, neoforge, minecraft, architectury, ftblibrary, ftbteams, ftbxmodcompat","FTB Quests","2101.1.24","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/FTBTeam/FTB-Mods-Issues/issues","","abe5eeccbddf10ae4e40c350cdb6e95ee9e4cde1","v0.0.1-Alpha"
"ftb-ranks-neoforge-2101.1.3.jar","False","","NeoForge","ftbranks, neoforge, minecraft, architectury, ftblibrary","FTB Ranks","2101.1.3","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","07fdfa3a75c3481770ce0118090a347d89e3a560","v0.0.1-Alpha"
"ftb-teams-neoforge-2101.1.10.jar","False","","NeoForge","ftbteams, neoforge, minecraft, architectury, ftblibrary","FTB Teams","2101.1.10","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","363376ae0fb22cb0527170fdf6a066d1da9b0225","v0.0.1-Alpha"
"ftb-ultimine-neoforge-2101.1.14.jar","False","","NeoForge","ftbultimine, neoforge, minecraft, architectury, ftblibrary, ftbezcrystals","FTB Ultimine","2101.1.14","FTB Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://go.ftb.team/support-mod-issues","","5ad3196e1aa68884065b1713d6754ff2f341059b","v0.0.1-Alpha"
"ftbquestslangsplitter-1.0.5.jar","False","","NeoForge","ftbquestslangsplitter, neoforge, minecraft, ftbquests","FTB Quests Lang Splitter","1.0.5","Uncandango","","MIT","MIT","Permissive","","","","74652f1f845c7a31f12b50163164eba06beebbd7","v0.0.1-Alpha"
"fusion-1.3.4-neoforge-mc1.21.1.jar","False","","NeoForge","fusion, neoforge, minecraft","Fusion","1.3.4","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/fusion-connected-textures","https://github.com/SuperMartijn642/Fusion/issues","","b1f9c6d9a25ed1c13ce22916e801ed693a72ff48","v0.0.1-Alpha"
"garnished-april-foods-26-neoforged.jar","False","","NeoForge","garnished, neoforge, minecraft, create","Create: Garnished","26-april-foods","DakotaPride","","MIT","MIT","Permissive","","","","d636d7e99a016184a9fba8fb408a135ff3e1e02b","v0.0.1-Alpha"
"GatewaysToEternity-1.21.1-5.1.0.jar","False","","NeoForge","gateways, minecraft, neoforge, placebo, apothic_attributes","Gateways To Eternity","5.1.0","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","594098a08a23474310ca51bbef6d997303757348","v0.0.1-Alpha"
"geckolib-neoforge-1.21.1-4.8.4.jar","False","","NeoForge","geckolib, neoforge, minecraft, geckoanimfix","GeckoLib 4","4.8.4","Gecko, Eliot, AzureDoom, DerToaster, Tslat, Witixin","Gecko, Eliot, AzureDoom, DerToaster, Tslat, Witixin","MIT","MIT","Permissive","http://geckolib.com/","https://github.com/bernie-g/geckolib/issues","","eb854c8ec53ef922a5f3877a1aa4c1ce1352e0ce","v0.0.1-Alpha"
"generatorgalore-1.21.1-1.6.3.jar","False","","NeoForge","generatorgalore, neoforge, minecraft","Generator Galore","1.21.1-1.6.3","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","31418972d718190c6f13d8a34f434b266af317e0","v0.0.1-Alpha"
"getittogetherdrops-neoforge-1.21.5-1.4.jar","False","","NeoForge","getittogetherdrops, neoforge, minecraft","Get It Together, Drops!","${file.jarVersion}","bl4ckscor3","","MIT License https://github.com/bl4ckscor3/GetItTogetherDrops/blob/neoforge/1.21/LICENSE","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/get-it-together-drops","https://github.com/bl4ckscor3/GetItTogetherDrops/issues","","ead940a50f69313802960c497e252acd3956334f","v0.0.1-Alpha"
"Glassential-renewed-1.21.1-3.4.4.jar","False","","NeoForge","glassential, neoforge, minecraft, fusion","Glassential-renewed","3.4.4","Big_Energy","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/glassential-renewed","https://github.com/bigenergy/glassential-renewed/issues","","11732168ab3fe461e885996fd5ba592c8b9a159f","v0.0.1-Alpha"
"GlitchCore-neoforge-1.21.1-2.1.0.2.jar","False","","NeoForge","glitchcore, neoforge","GlitchCore","2.1.0.2","Adubbz","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/glitchcore","https://github.com/Glitchfiend/GlitchCore/issues","","e3d4bb80a06f619be989ab529d0cd4e33e076943","v0.0.1-Alpha"
"Glodium-1.21-2.2-neoforge.jar","False","","NeoForge","glodium, neoforge, minecraft","Glodium","1.21-2.2-neoforge","GlodBlock","","MIT","MIT","Permissive","https://github.com/GlodBlock/Glodium","https://github.com/GlodBlock/Glodium/issues","","9f61a3162665ad0b37f6f268339ac98097af1a87","v0.0.1-Alpha"
"gravestone-neoforge-1.21.1-1.0.37.jar","False","","NeoForge","gravestone, neoforge, minecraft, jade","Gravestone Mod","1.21.1-1.0.37","Max Henkel","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/gravestone-mod","https://github.com/henkelmax/gravestone/issues","","b2cc8077ff7184e3791af3edd4b5b894e62b127f","v0.0.1-Alpha"
"GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar","False","","NeoForge","gmut, minecraft, neoforge, mekanism","Gravitational Modulating Additional Unit","6.4","gisellevonbingen","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/gravitational-modulating-additional-unit","https://github.com/gisellevonbingen/Minecraft-GravitationalModulatingAdditionalUnit/issues","","244d8b57aa7d34e247f3dd09cacf647a9ba1cfab","v0.0.1-Alpha"
"guideme-21.1.16.jar","False","","NeoForge","guideme, neoforge, minecraft","GuideME","21.1.16","shartte","","See GitHub repository for details","See GitHub repository for details","Custom - review manually","https://github.com/AppliedEnergistics/GuideME/","https://github.com/AppliedEnergistics/GuideME/issues","NOTICE; META-INF/LICENSE.txt; META-INF/NOTICE.txt","6c89cb18fd426a5dd851dd30ec72f02cb8bbcce7","v0.0.1-Alpha"
"handcrafted-neoforge-1.21.1-4.0.3.jar","False","","NeoForge","handcrafted, neoforge, minecraft, resourcefullib","Handcrafted","4.0.3","Alex Nijjar, Kekie6","CodexAdrian, Facu, Marc-IceBlade, MsRandom, ThatGravyBoat","Terrarium Licence","Terrarium Licence","Custom - review manually","https://modrinth.com/mod/handcrafted","https://github.com/terrarium-earth/handcrafted/issues","","8ecd27f1d66f9b742cfae3c8ffa773765f574b52","v0.0.1-Alpha"
"HellishTrials-neoforge-1.0.5.jar","False","","NeoForge","hellish_trials, neoforge, minecraft, architectury","Hellish Trials","1.0.5","Aureljz, Kaapre","","ARR","All Rights Reserved","ARR - check terms","","","","0c03bf04e99b3e8a310c9f5b6f3e7613e3b69528","v0.0.1-Alpha"
"HostileNeuralNetworks-1.21.1-6.4.2.jar","False","","NeoForge","hostilenetworks, minecraft, neoforge, placebo","Hostile Neural Networks","6.4.2","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","4bb0067c3a7bf3126da8b235cf607b69ad059c0d","v0.0.1-Alpha"
"Icarus-NeoForge-4.7.6.jar","False","","NeoForge","icarus","Icarus","4.7.6","Cammie, Up","","https://github.com/CammiesCorner/Icarus/blob/HEAD/LICENSE.md","https://github.com/CammiesCorner/Icarus/blob/HEAD/LICENSE.md","Custom (URL)","https://curseforge.com/projects/428151","https://github.com/CammiesCorner/Icarus/issues","LICENSE_icarus.md","ebccf24b5087748039bca5e1ce97c548d5d490aa","v0.0.1-Alpha"
"ice_and_fire_spellbooks-2.3.3-1.21.1.jar","False","","NeoForge","ice_and_fire_spellbooks, neoforge, minecraft, irons_spellbooks, iceandfire","Ice and Fire: Spellbooks","${file.jarVersion}","Ace The Eldritch King","Iron's Spells and Spellbooks for being so cool cool, Ice and Fire because I love dragons, and Duke Sjorn Paradox for the amazing textures for the Dragon Priest masks and staffs!","MIT","MIT","Permissive","","","","27e2828594e2c1140c65f682a72f8cadfb1f5a34","v0.0.1-Alpha"
"iceandfire-2.0-beta.17.jar","False","","NeoForge","iceandfire, neoforge, minecraft, uranus, jupiter","Ice And Fire Community Edition","2.0-beta.17","IAFEnvoy, xiaowu, uoay","Alexthe666","LGPL-3.0","LGPL","Weak copyleft","","https://github.com/IAFEnvoy/IceAndFire-CE/issues","","a14c9ca16da7a108bb454000e560a0f8495ff0fe","v0.0.1-Alpha"
"Iceberg-1.21.1-neoforge-1.3.2.jar","False","","NeoForge","iceberg, neoforge, minecraft, advancementplaques, legendarytooltips, equipmentcompare, merchantmarkers, itemborders","Iceberg","1.3.2","Grend","","CC BY-NC-ND 4.0","CC BY-NC","CC (non-commercial)","https://anthonyhilyard.com/","","","f6014d198be9503573cd9cb41cc789d282768ad8","v0.0.1-Alpha"
"idas-1.13.7+1.21.1-neoforge.jar","False","","NeoForge","idas, minecraft, create, supplementaries, quark, integrated_api","Integrated Dungeons and Structures","1.13.7+1.21.1-neoforge","CraisinLord","Special thanks to TelpathicGrunt for thier structure tutorial and help with coding! And Bdubs, GoodTimesWithScar and Mythical Sausage for building inspirations!","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/idas","","","154f275823f5f949ed492ac6ce078a80fc3c759a","v0.0.1-Alpha"
"ImmediatelyFast-NeoForge-1.6.10+1.21.1.jar","False","","NeoForge","immediatelyfast, neoforge, minecraft","ImmediatelyFast","1.6.10+1.21.1","RK_01","","LGPL-3.0","LGPL","Weak copyleft","","https://github.com/RaphiMC/ImmediatelyFast/issues","LICENSE_ImmediatelyFast","f1f5cccd7cb59d875f44566b2e557ccecc8c33fb","v0.0.1-Alpha"
"Immersive-Energistics-1.1.0-beta.jar","False","","NeoForge","immeng, neoforge, ae2, immersiveengineering","Immersive Energistics","1.1.0-beta","Technici4n","","LGPLv3","LGPL","Weak copyleft","https://github.com/AppliedEnergistics/Immersive-Energistics","https://github.com/AppliedEnergistics/Immersive-Energistics/issues","","05aac40c5c9570946db540fabbb702898ca294d4","v0.0.1-Alpha"
"ImmersiveEngineering-1.21.1-12.4.2-194.jar","False","","NeoForge","immersiveengineering, neoforge, minecraft, jei","Immersive Engineering","12.4.2-194","BluSunrize and Damien A.W. Hazard","All the great other Git Contributors, and the nerds on IRC!","Blu's License of Common Sense","Blu's License of Common Sense","Custom - review manually","https://minecraft.curseforge.com/projects/immersive-engineering/","https://github.com/BluSunrize/ImmersiveEngineering/issues","","a4e90c2df8009040f6d022433c5d76635944dd59","v0.0.1-Alpha"
"incontrol-1.21-10.2.6.jar","False","","NeoForge","incontrol, neoforge, lostcities","InControl","${file.jarVersion}","McJty","","MIT License https://github.com/McJtyMods/InControl/blob/1.21_neo/LICENSE","MIT","Permissive","http://github.com/McJtyMods/InControl/","http://github.com/McJtyMods/InControl/issues","","7671cdc14af14166e72eff07eab7e55d81b52a41","v0.0.1-Alpha"
"industrial-foregoing-souls-1.21.1-1.10.7.jar","False","","NeoForge","industrialforegoingsouls, neoforge, minecraft, titanium, industrialforegoing","Industrial Foregoing Souls","1.10.7","Buuz135, Rid","","MIT","MIT","Permissive","","","","ff5def0fd52ac755103a4871aafcf0b80f5a1a51","v0.0.1-Alpha"
"industrialforegoing-1.21-3.6.38.jar","False","","NeoForge","industrialforegoing, neoforge, minecraft, titanium, jei","Industrial Foregoing","1.21-3.6.38","Buuz135","","MIT","MIT","Permissive","","","","79019a59c8023f5883d7a6c2f2308c995f828aa3","v0.0.1-Alpha"
"industrialization_overdrive-1.12.1+1.21.1.jar","False","","NeoForge","industrialization_overdrive, neoforge, minecraft, modern_industrialization, tesseract_api","Industrialization Overdrive","1.12.1+1.21.1","White_Phantom","Big thanks to Swedz for his mods, TesseractAPI and Extended-Industrialization, wouldn't have been able to make this otherwise.","MIT","MIT","Permissive","","","","12b73c835e9cc4c4cf87d31d065d88648daa9793","v0.0.1-Alpha"
"integrated_api-1.7.3+1.21.1-neoforge.jar","False","","NeoForge","integrated_api, minecraft, overlapless","Integrated API","1.7.3+1.21.1-neoforge","CraisinLord","Special thanks to TelpathicGrunt for thier structure tutorial! And Bdubs, GoodTimesWithScar and Mythical Sausage for building inspirations!","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/integrated_api","","","2f47b37951b2a4b6eb3c3dcd7eb9a819e0ca93a6","v0.0.1-Alpha"
